id,iridium_latitude,iridium_longitude,iridium_cep,raw_data,Human Time,altitude_barometer,altitude_gps,ballastPercent,ballastRemaining,ballast_time,batteryPercent,flightTime,imei,internal_temp,latitude,longitude,mission,momsn,pressure,timestamp,transmit_time,updated_at
18608,38.3367,-120.7046,7,2d3133342e382c3131393939322c2d313435302c202033382e3335362c2d3132302e3637352c20203535392c323430,2019-05-18T15:59:01.000-07:00,-1450,559,-Inf,-240,240,,23041,300234067168910,-134.8,38.356,-120.675,61,146,119992,Sat May 18 2019 15:59:01 GMT-0700 (Pacific Daylight Time),1558220341000,2019-05-18T15:59:07.136-07:00
18609,38.3572,-120.6419,2,2d3133342e382c3131393939322c2d313435302c202033382e3335362c2d3132302e3637352c20203535392c323430,2019-05-18T16:03:55.000-07:00,-1450,559,-Inf,-240,240,,23335,300234067168910,-134.8,38.356,-120.675,61,147,119992,Sat May 18 2019 16:03:55 GMT-0700 (Pacific Daylight Time),1558220635000,2019-05-18T16:04:03.180-07:00
18610,38.3367,-120.7046,7,2d3133342e382c3131393939322c2d313435302c202033382e3335362c2d3132302e3637352c20203535392c323430,2019-05-18T16:08:47.000-07:00,-1450,559,-Inf,-240,240,,23627,300234067168910,-134.8,38.356,-120.675,61,148,119992,Sat May 18 2019 16:08:47 GMT-0700 (Pacific Daylight Time),1558220927000,2019-05-18T16:08:51.237-07:00
18611,38.3572,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T19:53:08.000-07:00,44330,1000000,,0,0,,37088,300234067168910,0,1000,1000,61,149,0,Sat May 18 2019 19:53:08 GMT-0700 (Pacific Daylight Time),1558234388000,2019-05-18T19:53:15.227-07:00
18612,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T20:15:29.000-07:00,44330,1000000,,0,0,,38429,300234067168910,0,1000,1000,61,150,0,Sat May 18 2019 20:15:29 GMT-0700 (Pacific Daylight Time),1558235729000,2019-05-18T20:15:35.157-07:00
18613,38.3481,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T21:00:22.000-07:00,44330,1000000,,0,0,,41122,300234067168910,0,1000,1000,61,151,0,Sat May 18 2019 21:00:22 GMT-0700 (Pacific Daylight Time),1558238422000,2019-05-18T21:01:09.784-07:00
18614,38.3289,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T21:09:26.000-07:00,44330,1000000,,0,0,,41666,300234067168910,0,1000,1000,61,152,0,Sat May 18 2019 21:09:26 GMT-0700 (Pacific Daylight Time),1558238966000,2019-05-18T21:09:31.230-07:00
18615,38.3572,-120.6419,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T21:19:22.000-07:00,44330,1000000,,0,0,,42262,300234067168910,0,1000,1000,61,153,0,Sat May 18 2019 21:19:22 GMT-0700 (Pacific Daylight Time),1558239562000,2019-05-18T21:19:27.236-07:00
18616,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:10:58.000-07:00,44330,1000000,,0,0,,45358,300234067168910,0,1000,1000,61,154,0,Sat May 18 2019 22:10:58 GMT-0700 (Pacific Daylight Time),1558242658000,2019-05-18T22:11:03.208-07:00
18617,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:17:09.000-07:00,44330,1000000,,0,0,,45729,300234067168910,0,1000,1000,61,155,0,Sat May 18 2019 22:17:09 GMT-0700 (Pacific Daylight Time),1558243029000,2019-05-18T22:17:15.132-07:00
18618,38.3403,-120.6025,11,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:24:53.000-07:00,44330,1000000,,0,0,,46193,300234067168910,0,1000,1000,61,156,0,Sat May 18 2019 22:24:53 GMT-0700 (Pacific Daylight Time),1558243493000,2019-05-18T22:24:59.145-07:00
18619,38.3403,-120.6025,29,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:32:45.000-07:00,44330,1000000,,0,0,,46665,300234067168910,0,1000,1000,61,157,0,Sat May 18 2019 22:32:45 GMT-0700 (Pacific Daylight Time),1558243965000,2019-05-18T22:32:51.221-07:00
18620,38.365,-120.7046,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:37:44.000-07:00,44330,1000000,,0,0,,46964,300234067168910,0,1000,1000,61,158,0,Sat May 18 2019 22:37:44 GMT-0700 (Pacific Daylight Time),1558244264000,2019-05-18T22:37:51.236-07:00
18621,38.3707,-120.2334,684,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:43:58.000-07:00,44330,1000000,,0,0,,47338,300234067168910,0,1000,1000,61,159,0,Sat May 18 2019 22:43:58 GMT-0700 (Pacific Daylight Time),1558244638000,2019-05-18T22:44:02.786-07:00
18622,38.3674,-120.3355,415,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:48:59.000-07:00,44330,1000000,,0,0,,47639,300234067168910,0,1000,1000,61,160,0,Sat May 18 2019 22:48:59 GMT-0700 (Pacific Daylight Time),1558244939000,2019-05-18T22:49:03.208-07:00
18623,38.3289,-120.6419,12,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T22:53:53.000-07:00,44330,1000000,,0,0,,47933,300234067168910,0,1000,1000,61,161,0,Sat May 18 2019 22:53:53 GMT-0700 (Pacific Daylight Time),1558245233000,2019-05-18T22:53:58.780-07:00
18624,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:03:48.000-07:00,44330,1000000,,0,0,,48528,300234067168910,0,1000,1000,61,162,0,Sat May 18 2019 23:03:48 GMT-0700 (Pacific Daylight Time),1558245828000,2019-05-18T23:03:55.226-07:00
18625,38.365,-120.7046,10,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:08:41.000-07:00,44330,1000000,,0,0,,48821,300234067168910,0,1000,1000,61,163,0,Sat May 18 2019 23:08:41 GMT-0700 (Pacific Daylight Time),1558246121000,2019-05-18T23:08:46.714-07:00
18626,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:13:16.000-07:00,44330,1000000,,0,0,,49096,300234067168910,0,1000,1000,61,164,0,Sat May 18 2019 23:13:16 GMT-0700 (Pacific Daylight Time),1558246396000,2019-05-18T23:13:23.284-07:00
18627,38.3289,-120.6419,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:21:26.000-07:00,44330,1000000,,0,0,,49586,300234067168910,0,1000,1000,61,165,0,Sat May 18 2019 23:21:26 GMT-0700 (Pacific Daylight Time),1558246886000,2019-05-18T23:21:31.179-07:00
18628,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:30:19.000-07:00,44330,1000000,,0,0,,50119,300234067168910,0,1000,1000,61,166,0,Sat May 18 2019 23:30:19 GMT-0700 (Pacific Daylight Time),1558247419000,2019-05-18T23:30:23.230-07:00
18629,38.3572,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:40:43.000-07:00,44330,1000000,,0,0,,50743,300234067168910,0,1000,1000,61,167,0,Sat May 18 2019 23:40:43 GMT-0700 (Pacific Daylight Time),1558248043000,2019-05-18T23:40:51.230-07:00
18630,38.3572,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:50:17.000-07:00,44330,1000000,,0,0,,51317,300234067168910,0,1000,1000,61,168,0,Sat May 18 2019 23:50:17 GMT-0700 (Pacific Daylight Time),1558248617000,2019-05-18T23:50:23.282-07:00
18631,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-18T23:55:04.000-07:00,44330,1000000,,0,0,,51604,300234067168910,0,1000,1000,61,169,0,Sat May 18 2019 23:55:04 GMT-0700 (Pacific Daylight Time),1558248904000,2019-05-18T23:55:11.179-07:00
18632,38.3367,-120.7046,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:02:54.000-07:00,44330,1000000,,0,0,,52074,300234067168910,0,1000,1000,61,170,0,Sun May 19 2019 00:02:54 GMT-0700 (Pacific Daylight Time),1558249374000,2019-05-19T00:02:59.360-07:00
18633,38.3289,-120.6419,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:11:29.000-07:00,44330,1000000,,0,0,,52589,300234067168910,0,1000,1000,61,171,0,Sun May 19 2019 00:11:29 GMT-0700 (Pacific Daylight Time),1558249889000,2019-05-19T00:11:35.284-07:00
18634,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:22:21.000-07:00,44330,1000000,,0,0,,53241,300234067168910,0,1000,1000,61,172,0,Sun May 19 2019 00:22:21 GMT-0700 (Pacific Daylight Time),1558250541000,2019-05-19T00:22:27.564-07:00
18635,38.365,-120.7046,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:31:13.000-07:00,44330,1000000,,0,0,,53773,300234067168910,0,1000,1000,61,173,0,Sun May 19 2019 00:31:13 GMT-0700 (Pacific Daylight Time),1558251073000,2019-05-19T00:31:19.586-07:00
18636,38.3686,-120.6025,15,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:37:50.000-07:00,44330,1000000,,0,0,,54170,300234067168910,0,1000,1000,61,174,0,Sun May 19 2019 00:37:50 GMT-0700 (Pacific Daylight Time),1558251470000,2019-05-19T00:37:55.630-07:00
18637,38.3878,-120.6258,10,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:44:29.000-07:00,44330,1000000,,0,0,,54569,300234067168910,0,1000,1000,61,175,0,Sun May 19 2019 00:44:29 GMT-0700 (Pacific Daylight Time),1558251869000,2019-05-19T00:44:39.588-07:00
18638,38.3828,-119.8244,89,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:49:24.000-07:00,44330,1000000,,0,0,,54864,300234067168910,0,1000,1000,61,176,0,Sun May 19 2019 00:49:24 GMT-0700 (Pacific Daylight Time),1558252164000,2019-05-19T00:49:31.530-07:00
18639,38.38,-120.5631,57,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:54:27.000-07:00,44330,1000000,,0,0,,55167,300234067168910,0,1000,1000,61,177,0,Sun May 19 2019 00:54:27 GMT-0700 (Pacific Daylight Time),1558252467000,2019-05-19T00:54:31.581-07:00
18640,38.3572,-120.6419,7,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T00:59:10.000-07:00,44330,1000000,,0,0,,55450,300234067168910,0,1000,1000,61,178,0,Sun May 19 2019 00:59:10 GMT-0700 (Pacific Daylight Time),1558252750000,2019-05-19T00:59:14.781-07:00
18641,38.3572,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:08:50.000-07:00,44330,1000000,,0,0,,56030,300234067168910,0,1000,1000,61,179,0,Sun May 19 2019 01:08:50 GMT-0700 (Pacific Daylight Time),1558253330000,2019-05-19T01:08:55.280-07:00
18642,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:16:42.000-07:00,44330,1000000,,0,0,,56502,300234067168910,0,1000,1000,61,180,0,Sun May 19 2019 01:16:42 GMT-0700 (Pacific Daylight Time),1558253802000,2019-05-19T01:16:47.333-07:00
18643,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:25:24.000-07:00,44330,1000000,,0,0,,57024,300234067168910,0,1000,1000,61,181,0,Sun May 19 2019 01:25:24 GMT-0700 (Pacific Daylight Time),1558254324000,2019-05-19T01:25:31.283-07:00
18644,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:35:07.000-07:00,44330,1000000,,0,0,,57607,300234067168910,0,1000,1000,61,182,0,Sun May 19 2019 01:35:07 GMT-0700 (Pacific Daylight Time),1558254907000,2019-05-19T01:35:11.279-07:00
18645,38.3289,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:44:12.000-07:00,44330,1000000,,0,0,,58152,300234067168910,0,1000,1000,61,183,0,Sun May 19 2019 01:44:12 GMT-0700 (Pacific Daylight Time),1558255452000,2019-05-19T01:44:19.351-07:00
18646,38.3289,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:53:21.000-07:00,44330,1000000,,0,0,,58701,300234067168910,0,1000,1000,61,184,0,Sun May 19 2019 01:53:21 GMT-0700 (Pacific Daylight Time),1558256001000,2019-05-19T01:53:27.230-07:00
18647,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T01:58:33.000-07:00,44330,1000000,,0,0,,59013,300234067168910,0,1000,1000,61,185,0,Sun May 19 2019 01:58:33 GMT-0700 (Pacific Daylight Time),1558256313000,2019-05-19T01:58:39.310-07:00
18648,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:07:05.000-07:00,44330,1000000,,0,0,,59525,300234067168910,0,1000,1000,61,186,0,Sun May 19 2019 02:07:05 GMT-0700 (Pacific Daylight Time),1558256825000,2019-05-19T02:07:11.330-07:00
18649,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:16:39.000-07:00,44330,1000000,,0,0,,60099,300234067168910,0,1000,1000,61,187,0,Sun May 19 2019 02:16:39 GMT-0700 (Pacific Daylight Time),1558257399000,2019-05-19T02:16:47.237-07:00
18650,38.3289,-120.6419,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:24:33.000-07:00,44330,1000000,,0,0,,60573,300234067168910,0,1000,1000,61,188,0,Sun May 19 2019 02:24:33 GMT-0700 (Pacific Daylight Time),1558257873000,2019-05-19T02:24:39.344-07:00
18651,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:29:29.000-07:00,44330,1000000,,0,0,,60869,300234067168910,0,1000,1000,61,189,0,Sun May 19 2019 02:29:29 GMT-0700 (Pacific Daylight Time),1558258169000,2019-05-19T02:29:35.483-07:00
18652,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:35:31.000-07:00,44330,1000000,,0,0,,61231,300234067168910,0,1000,1000,61,190,0,Sun May 19 2019 02:35:31 GMT-0700 (Pacific Daylight Time),1558258531000,2019-05-19T02:35:39.123-07:00
18653,38.365,-120.7046,12,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:41:41.000-07:00,44330,1000000,,0,0,,61601,300234067168910,0,1000,1000,61,191,0,Sun May 19 2019 02:41:41 GMT-0700 (Pacific Daylight Time),1558258901000,2019-05-19T02:41:47.829-07:00
18654,38.3764,-120.6653,6,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:47:22.000-07:00,44330,1000000,,0,0,,61942,300234067168910,0,1000,1000,61,192,0,Sun May 19 2019 02:47:22 GMT-0700 (Pacific Daylight Time),1558259242000,2019-05-19T02:47:27.183-07:00
18655,38.3289,-120.6419,15,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:52:11.000-07:00,44330,1000000,,0,0,,62231,300234067168910,0,1000,1000,61,193,0,Sun May 19 2019 02:52:11 GMT-0700 (Pacific Daylight Time),1558259531000,2019-05-19T02:52:19.130-07:00
18656,38.3572,-120.6419,18,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T02:57:02.000-07:00,44330,1000000,,0,0,,62522,300234067168910,0,1000,1000,61,194,0,Sun May 19 2019 02:57:02 GMT-0700 (Pacific Daylight Time),1558259822000,2019-05-19T02:57:07.345-07:00
18657,38.3241,-121.5445,89,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:03:26.000-07:00,44330,1000000,,0,0,,62906,300234067168910,0,1000,1000,61,195,0,Sun May 19 2019 03:03:26 GMT-0700 (Pacific Daylight Time),1558260206000,2019-05-19T03:03:31.181-07:00
18658,38.365,-120.7046,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:11:38.000-07:00,44330,1000000,,0,0,,63398,300234067168910,0,1000,1000,61,196,0,Sun May 19 2019 03:11:38 GMT-0700 (Pacific Daylight Time),1558260698000,2019-05-19T03:11:43.144-07:00
18659,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:20:49.000-07:00,44330,1000000,,0,0,,63949,300234067168910,0,1000,1000,61,197,0,Sun May 19 2019 03:20:49 GMT-0700 (Pacific Daylight Time),1558261249000,2019-05-19T03:20:55.167-07:00
18660,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:30:14.000-07:00,44330,1000000,,0,0,,64514,300234067168910,0,1000,1000,61,198,0,Sun May 19 2019 03:30:14 GMT-0700 (Pacific Daylight Time),1558261814000,2019-05-19T03:30:19.803-07:00
18661,38.3289,-120.6419,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:39:00.000-07:00,44330,1000000,,0,0,,65040,300234067168910,0,1000,1000,61,199,0,Sun May 19 2019 03:39:00 GMT-0700 (Pacific Daylight Time),1558262340000,2019-05-19T03:39:07.238-07:00
18662,38.3289,-120.6419,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:48:32.000-07:00,44330,1000000,,0,0,,65612,300234067168910,0,1000,1000,61,200,0,Sun May 19 2019 03:48:32 GMT-0700 (Pacific Daylight Time),1558262912000,2019-05-19T03:48:39.344-07:00
18663,38.3289,-120.6419,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T03:55:48.000-07:00,44330,1000000,,0,0,,66048,300234067168910,0,1000,1000,61,201,0,Sun May 19 2019 03:55:48 GMT-0700 (Pacific Daylight Time),1558263348000,2019-05-19T03:55:55.259-07:00
18664,38.3367,-120.7046,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T04:19:14.000-07:00,44330,1000000,,0,0,,67454,300234067168910,0,1000,1000,61,202,0,Sun May 19 2019 04:19:14 GMT-0700 (Pacific Daylight Time),1558264754000,2019-05-19T04:19:19.681-07:00
18665,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T04:27:00.000-07:00,44330,1000000,,0,0,,67920,300234067168910,0,1000,1000,61,203,0,Sun May 19 2019 04:27:00 GMT-0700 (Pacific Daylight Time),1558265220000,2019-05-19T04:27:07.224-07:00
18666,38.3764,-120.6653,16,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T04:32:16.000-07:00,44330,1000000,,0,0,,68236,300234067168910,0,1000,1000,61,204,0,Sun May 19 2019 04:32:16 GMT-0700 (Pacific Daylight Time),1558265536000,2019-05-19T04:32:23.144-07:00
18667,38.3764,-120.6653,8,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T04:45:14.000-07:00,44330,1000000,,0,0,,69014,300234067168910,0,1000,1000,61,205,0,Sun May 19 2019 04:45:14 GMT-0700 (Pacific Daylight Time),1558266314000,2019-05-19T04:45:19.247-07:00
18668,38.386,-121.6946,107,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T04:53:11.000-07:00,44330,1000000,,0,0,,69491,300234067168910,0,1000,1000,61,206,0,Sun May 19 2019 04:53:11 GMT-0700 (Pacific Daylight Time),1558266791000,2019-05-19T04:53:15.280-07:00
18669,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:02:27.000-07:00,44330,1000000,,0,0,,70047,300234067168910,0,1000,1000,61,207,0,Sun May 19 2019 05:02:27 GMT-0700 (Pacific Daylight Time),1558267347000,2019-05-19T05:02:31.182-07:00
18670,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:10:46.000-07:00,44330,1000000,,0,0,,70546,300234067168910,0,1000,1000,61,208,0,Sun May 19 2019 05:10:46 GMT-0700 (Pacific Daylight Time),1558267846000,2019-05-19T05:10:51.154-07:00
18671,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:20:49.000-07:00,44330,1000000,,0,0,,71149,300234067168910,0,1000,1000,61,209,0,Sun May 19 2019 05:20:49 GMT-0700 (Pacific Daylight Time),1558268449000,2019-05-19T05:20:55.174-07:00
18672,38.3764,-120.6653,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:28:54.000-07:00,44330,1000000,,0,0,,71634,300234067168910,0,1000,1000,61,210,0,Sun May 19 2019 05:28:54 GMT-0700 (Pacific Daylight Time),1558268934000,2019-05-19T05:28:59.232-07:00
18673,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:41:06.000-07:00,44330,1000000,,0,0,,72366,300234067168910,0,1000,1000,61,211,0,Sun May 19 2019 05:41:06 GMT-0700 (Pacific Daylight Time),1558269666000,2019-05-19T05:41:11.282-07:00
18674,38.3289,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:50:21.000-07:00,44330,1000000,,0,0,,72921,300234067168910,0,1000,1000,61,212,0,Sun May 19 2019 05:50:21 GMT-0700 (Pacific Daylight Time),1558270221000,2019-05-19T05:50:27.234-07:00
18675,38.365,-120.7046,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T05:54:59.000-07:00,44330,1000000,,0,0,,73199,300234067168910,0,1000,1000,61,213,0,Sun May 19 2019 05:54:59 GMT-0700 (Pacific Daylight Time),1558270499000,2019-05-19T05:55:07.188-07:00
18676,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:03:25.000-07:00,44330,1000000,,0,0,,73705,300234067168910,0,1000,1000,61,214,0,Sun May 19 2019 06:03:25 GMT-0700 (Pacific Daylight Time),1558271005000,2019-05-19T06:03:31.329-07:00
18677,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:12:46.000-07:00,44330,1000000,,0,0,,74266,300234067168910,0,1000,1000,61,215,0,Sun May 19 2019 06:12:46 GMT-0700 (Pacific Daylight Time),1558271566000,2019-05-19T06:12:51.229-07:00
18678,38.3764,-120.6653,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:20:55.000-07:00,44330,1000000,,0,0,,74755,300234067168910,0,1000,1000,61,216,0,Sun May 19 2019 06:20:55 GMT-0700 (Pacific Daylight Time),1558272055000,2019-05-19T06:20:59.245-07:00
18679,38.3764,-120.6653,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:29:10.000-07:00,44330,1000000,,0,0,,75250,300234067168910,0,1000,1000,61,217,0,Sun May 19 2019 06:29:10 GMT-0700 (Pacific Daylight Time),1558272550000,2019-05-19T06:29:15.279-07:00
18680,38.3289,-120.6419,7,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:34:05.000-07:00,44330,1000000,,0,0,,75545,300234067168910,0,1000,1000,61,218,0,Sun May 19 2019 06:34:05 GMT-0700 (Pacific Daylight Time),1558272845000,2019-05-19T06:34:15.184-07:00
18681,38.3572,-120.6419,3,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:39:29.000-07:00,44330,1000000,,0,0,,75869,300234067168910,0,1000,1000,61,219,0,Sun May 19 2019 06:39:29 GMT-0700 (Pacific Daylight Time),1558273169000,2019-05-19T06:39:35.229-07:00
18682,38.3764,-120.6653,15,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:46:21.000-07:00,44330,1000000,,0,0,,76281,300234067168910,0,1000,1000,61,220,0,Sun May 19 2019 06:46:21 GMT-0700 (Pacific Daylight Time),1558273581000,2019-05-19T06:46:27.184-07:00
18683,38.3358,-120.4377,26,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:52:16.000-07:00,44330,1000000,,0,0,,76636,300234067168910,0,1000,1000,61,221,0,Sun May 19 2019 06:52:16 GMT-0700 (Pacific Daylight Time),1558273936000,2019-05-19T06:52:23.182-07:00
18684,38.369,-121.1365,61,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T06:57:35.000-07:00,44330,1000000,,0,0,,76955,300234067168910,0,1000,1000,61,222,0,Sun May 19 2019 06:57:35 GMT-0700 (Pacific Daylight Time),1558274255000,2019-05-19T06:57:42.714-07:00
18685,38.3683,-121.4035,681,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T07:02:30.000-07:00,44330,1000000,,0,0,,77250,300234067168910,0,1000,1000,61,223,0,Sun May 19 2019 07:02:30 GMT-0700 (Pacific Daylight Time),1558274550000,2019-05-19T07:02:34.783-07:00
18686,38.365,-120.7046,4,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T07:07:22.000-07:00,44330,1000000,,0,0,,77542,300234067168910,0,1000,1000,61,224,0,Sun May 19 2019 07:07:22 GMT-0700 (Pacific Daylight Time),1558274842000,2019-05-19T07:07:27.229-07:00
18687,38.365,-120.7046,2,20302e302c2020202020302c34343333302c313030302e3030302c313030302e3030302c313030303030302c30,2019-05-19T07:15:58.000-07:00,44330,1000000,,0,0,,78058,300234067168910,0,1000,1000,61,225,0,Sun May 19 2019 07:15:58 GMT-0700 (Pacific Daylight Time),1558275358000,2019-05-19T07:16:03.187-07:00
